Class,AUC
plane,0.8747545555555556
car,0.8693291111111111
bird,0.7810827777777778
cat,0.7893245555555556
deer,0.7932654444444445
dog,0.7787545555555555
frog,0.8843632222222222
horse,0.8519155
ship,0.9064263333333332
truck,0.8755567777777777
