epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
28,96.9375,54.4,53.77,"{'plane': 59.7, 'car': 60.9, 'bird': 36.2, 'cat': 47.8, 'deer': 37.5, 'dog': 42.5, 'frog': 66.2, 'horse': 56.4, 'ship': 70.9, 'truck': 59.6}"
