Class,AUC
plane,0.9915300555555555
car,0.9959112777777779
bird,0.9803416666666666
cat,0.9690756666666667
deer,0.9875425555555555
dog,0.979144888888889
frog,0.9937903333333334
horse,0.9931814444444445
ship,0.9963103888888888
truck,0.9955777222222222
