epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
23,96.83,54.14,54.61,"{'plane': 66.4, 'car': 65.8, 'bird': 37.7, 'cat': 34.4, 'deer': 42.8, 'dog': 44.3, 'frog': 63.4, 'horse': 66.0, 'ship': 69.2, 'truck': 56.1}"
