epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
45,99.315,54.62,54.7,"{'plane': 61.3, 'car': 66.7, 'bird': 41.1, 'cat': 43.5, 'deer': 51.7, 'dog': 43.0, 'frog': 60.5, 'horse': 52.6, 'ship': 73.3, 'truck': 53.3}"
