Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Accuracy
39,0.2924279096969374,89.9,0.43198391124606134,85.75,85.59
40,0.2830620294163941,90.23,0.4261652402579784,85.64,85.65
41,0.2709652515733318,90.7025,0.41520321033895013,85.54,85.9
42,0.263039220195667,90.9225,0.41955062076449395,85.45,85.96
43,0.2630795732994748,91.065,0.41481366436928513,85.8,85.84
44,0.26017904537878217,91.0925,0.4271071031689644,85.75,85.75
45,0.26088406363869926,91.2225,0.4198834616690874,85.76,86.31
46,0.25825094322490083,91.045,0.425795229524374,85.84,85.99
47,0.25101473500394517,91.3775,0.41646472103893756,85.88,86.32
48,0.24935202651722416,91.6525,0.4143761243671179,85.94,86.29
49,0.2495400068486572,91.47,0.4135800335556269,85.89,86.24
50,0.2514611229205587,91.235,0.4133330412209034,86.41,86.33
51,0.2501007585199016,91.38,0.41466376930475235,86.21,86.25
52,0.24387584104659452,91.5375,0.4106542557477951,85.97,86.36
53,0.24036015475251873,91.71,0.40395855326205493,86.23,86.35
54,0.2397596519084493,91.7175,0.414733798801899,86.13,86.41
55,0.2372407627523325,91.9075,0.4090265277773142,86.31,86.38
56,0.23830590449321043,91.83,0.41393300592899324,86.17,86.38
57,0.2389137771478884,91.7425,0.41041950657963755,86.09,86.3
58,0.24159574878823226,91.715,0.40454156547784803,86.48,86.47
59,0.23881734366629534,91.805,0.4096601428464055,86.07,86.3
60,0.23637333711621109,91.8225,0.4094447072595358,86.3,86.42
61,0.23301965368401473,91.9575,0.4162622720003128,85.86,86.48
62,0.233738150471335,92.07,0.4101041814312339,86.4,86.41
63,0.23164934451413002,92.0825,0.41087031103670596,86.29,86.42
64,0.23794284937488044,91.78,0.420824377797544,85.8,86.57
65,0.23445861430684473,92.0175,0.4063016286119819,86.36,86.36
66,0.23552392935676938,91.835,0.4054807048290968,86.31,86.46
67,0.23159001041559657,91.985,0.4057050792500377,86.44,86.46
68,0.23112967819165273,92.005,0.40613199658691884,86.36,86.31
69,0.22989999071048323,92.2425,0.40609089490026234,86.41,86.52
70,0.23176705400655223,92.1375,0.4091263493523002,86.11,86.47
71,0.23390140730863923,92.0275,0.4174382720142603,85.94,86.53
72,0.23437926856575497,91.955,0.41365839056670667,86.3,86.46
73,0.22836405399498666,92.1225,0.4024045356549323,86.36,86.61
74,0.23260758076883425,92.0425,0.409245066717267,86.3,86.36
75,0.23198833008101033,91.9075,0.4050613835453987,86.52,86.56
76,0.22995342238313832,92.125,0.41335513778030875,86.29,86.63
77,0.2313806293117013,92.0325,0.40728529281914233,86.62,86.53
78,0.23244087341105102,92.015,0.4105549713596702,86.33,86.54
79,0.23006227014550737,92.1675,0.414477327093482,85.88,86.57
80,0.23599312753434393,91.815,0.411625637114048,86.52,86.52
81,0.22867699878610623,92.1875,0.40682446025311947,86.39,86.57
82,0.23120756826962635,92.065,0.4201475214213133,86.1,86.54
83,0.23321170801190055,91.83,0.41063446141779425,86.28,86.5
84,0.22975013969810146,92.0025,0.41667110919952394,86.22,86.43
85,0.232684473702862,91.9325,0.40683952774852516,86.45,86.55
86,0.2319160005564143,91.9925,0.4120496973395348,86.19,86.61
87,0.22872506480687743,92.215,0.4064989542588592,86.11,86.49
88,0.23203133407292093,91.965,0.4100735731422901,86.04,86.55
89,0.23365917184929938,92.0475,0.41007650885730984,86.13,86.51
90,0.23231339027547532,92.115,0.40511636855080724,86.44,86.47
91,0.23247616040478847,91.9475,0.41530846878886224,86.0,86.67
92,0.23084927392993004,92.055,0.4167526990175247,86.08,86.62
93,0.23349267092480022,92.04,0.41261454410851,86.03,86.52
94,0.23094936132810678,92.0375,0.40916338600218294,86.41,86.59
95,0.2335955838488925,92.065,0.40749137550592424,86.47,86.53
96,0.22556944988715422,92.3375,0.4070851385593414,86.3,86.55
97,0.22919052222352118,92.2325,0.4080930709838867,86.44,86.52
98,0.23104384422871718,92.0625,0.4104932306334376,86.52,86.59
99,0.23059418389372005,91.95,0.4088572083041072,86.23,86.63
100,0.23222856755089608,91.85,0.4087214905768633,86.36,86.6
