epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
77,92.0325,86.62,86.53,"{'plane': 88.6, 'car': 94.4, 'bird': 81.4, 'cat': 72.2, 'deer': 85.5, 'dog': 81.1, 'frog': 89.6, 'horse': 87.9, 'ship': 92.6, 'truck': 92.0}"
