epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
46,99.9725,54.41,54.58,"{'plane': 63.0, 'car': 62.9, 'bird': 40.9, 'cat': 38.1, 'deer': 48.1, 'dog': 44.3, 'frog': 61.6, 'horse': 58.3, 'ship': 69.1, 'truck': 59.5}"
