epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
48,99.9425,55.27,55.94,"{'plane': 65.8, 'car': 65.2, 'bird': 43.1, 'cat': 41.7, 'deer': 48.0, 'dog': 47.2, 'frog': 61.5, 'horse': 57.8, 'ship': 68.7, 'truck': 60.4}"
