Class,AUC
plane,0.8873428888888888
car,0.9007644999999999
bird,0.7934135555555555
cat,0.7903754444444445
deer,0.8221353888888889
dog,0.8151275000000001
frog,0.8779394444444445
horse,0.8643567777777779
ship,0.9024755555555556
truck,0.8764558888888889
