Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Accuracy
1,1.657246671664487,39.46,1.3635818928480148,49.81,51.89
2,1.3508937624609394,50.9525,1.2507774338126183,54.3,58.35
3,1.2541032786581927,54.7275,1.1693920105695725,57.82,61.9
4,1.1808262729341057,57.625,1.111263680458069,60.33,64.38
5,1.1348290773713665,59.75,1.0713385939598083,60.95,65.2
6,1.1028665361131074,60.585,1.028300429880619,63.12,66.98
7,1.0696387841443347,61.975,1.0330202028155326,62.51,66.23
8,1.0493273173168207,62.545,0.9851036712527275,65.04,68.43
9,1.0337798382825911,63.2775,0.9414888441562652,66.57,70.3
10,1.0029148694815908,64.305,0.9973470017313957,64.36,68.12
11,0.9889865920042537,64.6675,0.9247878775000572,67.1,70.79
12,0.9769098542298481,65.2125,0.931260284781456,67.35,70.47
13,0.9709424782710471,65.4625,0.9092175334692001,68.01,71.1
14,0.9436258275038117,66.6375,0.8763162232935429,68.47,72.75
15,0.9455228656720204,66.5825,0.9206493884325028,67.67,71.48
16,0.9250671939485392,67.255,0.9680836498737335,65.66,70.06
17,0.9177568691551306,67.425,0.9116696611046791,67.37,70.25
18,0.9073093943535142,68.13,0.8781793907284736,68.07,72.08
19,0.8934000039556224,68.56,0.8589138135313987,69.45,72.36
20,0.884986011845291,68.9725,0.8644089877605439,69.71,72.39
21,0.872344827576048,69.395,0.853172491490841,69.86,73.6
22,0.8735203534174877,69.04,0.8473053559660911,70.07,73.44
23,0.870224268573105,69.2875,0.8369029328227043,70.58,73.65
24,0.8611402606508535,69.7775,0.8095617882907391,70.82,74.66
25,0.8502794880016594,69.86,0.8194154188036918,70.91,73.48
26,0.8414569212372895,70.2,0.7974942296743393,71.86,75.35
27,0.8366053298020818,70.5925,0.8232818067073822,70.48,74.34
28,0.8280362342573275,70.8475,0.8359687589108944,70.78,74.09
29,0.8319007906184834,70.7825,0.8012824848294258,71.81,74.98
30,0.8239518460954071,71.1925,0.7827798694372177,72.29,75.28
31,0.8181212973442806,71.3425,0.8352163232862949,70.84,73.99
32,0.8187350084067909,71.1625,0.8304127655923367,70.68,73.82
33,0.8154335162442201,71.23,0.7600687734782696,72.74,75.86
34,0.8049595853325667,71.5525,0.8288694187998772,70.67,73.6
35,0.7943896666453902,72.035,0.7591647624969482,72.93,75.83
