Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Accuracy
36,0.79382572508162,72.145,0.7623906850814819,73.57,76.11
37,0.7837560488160249,72.43,0.7661814525723457,72.66,76.34
38,0.7792101198700583,72.3525,0.757474372535944,73.2,75.89
39,0.7784890445174685,72.5625,0.7548288337886333,72.86,75.91
40,0.7712440410996698,72.945,0.7382093772292138,73.78,76.87
41,0.7658336428320331,73.17,0.7620802447199821,72.36,76.56
42,0.7648605229748282,72.915,0.7584501415491104,72.75,76.32
43,0.7643138990280735,73.0975,0.7777145355939865,72.81,76.01
44,0.7596216968670013,73.2775,0.7589244067668914,72.89,76.11
45,0.754072768673016,73.385,0.7400161504745484,74.01,76.51
46,0.7438949764154519,73.83,0.761872973293066,73.06,76.24
47,0.7214524969933139,74.445,0.6998648822307587,74.97,77.78
48,0.7094787700920347,75.24,0.7160215005278587,74.67,77.77
49,0.7083118147910781,75.175,0.7043503314256668,75.12,77.27
50,0.7038597350667237,75.2025,0.6930580422282219,75.48,78.26
51,0.7026969604431443,75.4725,0.6974608287215233,75.39,77.82
52,0.6949227812943185,75.6025,0.6972979813814163,75.48,77.77
53,0.6951680266933077,75.3925,0.69362678155303,75.51,78.14
54,0.6942526094473092,75.4925,0.6908082142472267,75.63,78.23
55,0.696499287322828,75.6175,0.6835878930985928,75.7,78.63
56,0.6940442183215147,75.7325,0.6809273868799209,75.58,78.25
57,0.6896405276978851,75.76,0.6909209609031677,75.5,78.16
58,0.6886882242883087,75.615,0.6838094770908356,76.05,78.42
59,0.6907117499667368,75.755,0.7011747062206268,75.15,78.4
60,0.6831532420626112,75.9225,0.6959417216479779,75.09,78.17
61,0.6863258192493658,75.87,0.6830223977565766,75.89,78.22
62,0.6803306029860381,75.975,0.6784115135669708,75.87,78.44
63,0.6767105296918541,76.215,0.6780914984643459,76.38,78.82
64,0.6782767571461429,76.5425,0.6758247196674347,75.9,78.65
65,0.6769865884143076,76.255,0.7184673942625522,74.91,77.58
66,0.6770965240563557,76.2775,0.68243248462677,76.07,78.7
67,0.672102567496573,76.5225,0.6780039705336094,75.81,78.5
68,0.671268053874848,76.5475,0.6705371312797069,76.2,78.86
69,0.6675714539114836,76.5725,0.6887141406536103,75.89,78.76
70,0.6645414062366364,76.66,0.6724251762032509,76.24,78.91
71,0.6701416016384295,76.5525,0.679856289178133,76.04,78.66
72,0.6678236647016683,76.485,0.6823643557727337,76.05,78.47
73,0.6611973901463163,76.995,0.6660669296979904,77.3,79.22
74,0.6614604770757591,76.8475,0.6817219443619251,75.79,78.71
75,0.6582192865906248,77.0375,0.6800984874367714,76.31,78.69
76,0.6619724338980997,76.74,0.6930469430983066,75.58,78.78
77,0.6527678617246592,77.1,0.6678839586675167,76.87,78.93
78,0.6585101667483142,76.7575,0.6756748855113983,76.39,79.1
79,0.6573869758730482,77.075,0.6746564082801342,76.26,78.76
80,0.635827785274785,77.72,0.6497302658855915,77.43,79.4
81,0.637071886070215,77.7675,0.6471214413642883,77.25,79.59
82,0.6315781802508482,77.845,0.6431829750537872,77.44,79.58
83,0.6310242148721295,77.7975,0.6512753225862979,76.93,79.66
84,0.6316222092907899,77.9025,0.6493211291730404,76.32,79.39
85,0.6320247604588795,77.655,0.6493349254131318,77.02,79.61
86,0.628112074865657,77.815,0.6552404701709748,77.05,79.16
87,0.6249932206360398,78.0175,0.6406682424247265,77.76,79.58
88,0.6176071220142826,78.1325,0.6383623644709587,77.24,79.67
89,0.6240825442371855,77.805,0.6559842966496945,77.23,79.1
90,0.6267022777135205,77.97,0.6543989405035973,76.94,79.24
91,0.6225992754386489,77.7875,0.6453505337238312,77.82,79.68
92,0.6238659261518223,78.18,0.6453753285109997,77.14,80.02
93,0.62785459418965,77.96,0.6524580955505371,76.81,79.69
94,0.6208332860545748,78.145,0.635345196723938,77.57,79.92
95,0.6210792311437571,78.08,0.6508915930986404,77.21,79.3
96,0.6222691143014628,78.205,0.6387383095920086,77.36,79.64
97,0.6189130366228188,78.355,0.6441078126430512,77.15,79.64
98,0.6177280008033582,78.1475,0.6440706811845303,76.85,80.06
99,0.6167483538579029,78.4725,0.6452607296407222,77.1,79.9
100,0.6141822740530513,78.17,0.6433811455965042,77.16,79.48
