epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
91,77.7875,77.82,79.68,"{'plane': 82.5, 'car': 89.3, 'bird': 72.1, 'cat': 56.7, 'deer': 76.5, 'dog': 71.7, 'frog': 87.1, 'horse': 85.7, 'ship': 85.3, 'truck': 89.9}"
