Class,AUC
plane,0.9216437777777777
car,0.9324205
bird,0.8349193333333333
cat,0.8080088333333333
deer,0.8631149444444445
dog,0.8596114444444444
frog,0.9153275000000001
horse,0.8979276111111111
ship,0.9340056666666666
truck,0.9148603888888889
