epoch,train_accuracy,val_accuracy,test_accuracy,class_accuracies
48,95.525,54.41,54.5,"{'plane': 60.2, 'car': 61.6, 'bird': 41.8, 'cat': 32.7, 'deer': 55.4, 'dog': 51.2, 'frog': 57.9, 'horse': 57.8, 'ship': 69.8, 'truck': 56.6}"
