Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy,Test Accuracy
34,0.29022315154030065,89.94,0.4798457730561495,84.48,84.63
35,0.2825905710079108,90.1375,0.48545314706861975,84.04,84.31
36,0.2756079987735505,90.4375,0.4975054860115051,84.21,84.48
37,0.27263207021792224,90.5,0.47736212201416495,84.28,84.66
38,0.26815701480124404,90.5475,0.48707391023635865,84.3,84.93
39,0.2613159120082855,90.7925,0.47310946322977543,84.7,84.82
40,0.23727649326916714,91.7425,0.4752383790910244,85.1,85.22
41,0.22796802583393777,92.0475,0.4541997680440545,85.54,85.56
42,0.2232992569352411,92.315,0.46479609943926337,85.75,85.47
43,0.22138270218471054,92.19,0.4651391603052616,85.47,85.32
44,0.2151709971534219,92.3975,0.4811803098767996,85.07,85.38
45,0.2153357498015568,92.58,0.49356592893600465,84.79,85.37
46,0.21085220133992516,92.6225,0.4825197849422693,85.23,85.39
47,0.21042723706953084,92.665,0.46181751117110253,86.0,85.9
48,0.19779825258027217,93.1725,0.46389892380684616,85.66,86.32
49,0.19144742285749713,93.2525,0.4657026924192905,86.09,85.77
50,0.1888445397945726,93.28,0.48008180037140846,85.44,85.96
51,0.18479913292796749,93.3775,0.4607392858713865,86.42,86.04
52,0.18170181714045774,93.65,0.4935618132352829,85.71,86.05
53,0.18089128503943705,93.62,0.47907586935907603,85.69,85.81
54,0.17599849744587187,93.8375,0.4750519309192896,86.1,86.16
55,0.1741044124125675,93.9375,0.4718365415930748,86.18,86.04
56,0.171624847610665,93.83,0.46828488949686287,85.79,85.98
57,0.1719848148667129,93.9475,0.47246824763715267,86.29,85.96
58,0.1689326204596811,94.1025,0.47279584519565104,85.99,86.11
59,0.16839658174734967,94.0225,0.4708305852487683,86.19,85.87
60,0.1641172510423478,94.2675,0.4694802824407816,86.37,86.12
61,0.16394552068820425,94.27,0.4739898830652237,86.48,86.0
62,0.16450339721836102,94.2375,0.482030364125967,86.07,85.94
63,0.16213009558665525,94.255,0.4805178102105856,85.97,86.0
64,0.16063393315502034,94.2525,0.4720596896484494,86.21,86.13
65,0.16250835712643186,94.2275,0.46966567588970065,86.24,86.03
66,0.16080095092202448,94.445,0.47694263365119693,86.09,86.09
67,0.15982033929247766,94.3825,0.4836165890097618,86.24,86.05
68,0.15837319698303368,94.515,0.47282802388072015,86.29,86.14
69,0.15857420819010704,94.4625,0.47866995725780725,86.05,86.01
70,0.16103905928172882,94.23,0.47631351873278616,86.3,86.06
71,0.16413468805847653,94.2425,0.46855711825191976,86.24,86.04
72,0.1583916030491993,94.35,0.47228390257805586,86.23,86.1
73,0.15759580202732876,94.385,0.48333536759018897,86.09,86.05
74,0.15820940977828518,94.3975,0.4798151023685932,85.86,86.1
75,0.15391236069096123,94.5325,0.47410440966486933,86.14,86.03
76,0.1542777439970879,94.515,0.4637968702241778,86.44,86.14
77,0.15892919727191804,94.41,0.46873920373618605,86.2,86.09
78,0.1553019624511907,94.54,0.47916637547314167,86.01,86.1
79,0.15667985569519602,94.5575,0.48499274998903275,85.7,86.03
80,0.15387031265125153,94.65,0.46758785657584667,86.19,86.06
81,0.1530240734291684,94.415,0.4724685737863183,86.18,86.19
82,0.15377615510847917,94.515,0.48344559520483016,86.0,86.02
83,0.15700824558734894,94.2825,0.4773738406598568,86.37,86.07
84,0.1566001951314841,94.4475,0.4639391615986824,86.52,86.19
85,0.15344943077700912,94.4575,0.48245555311441424,86.36,86.2
86,0.1596931870670835,94.34,0.4702892926521599,86.38,86.25
87,0.15501244432607275,94.45,0.4755683958530426,86.08,86.15
88,0.1584893932482999,94.5225,0.4910907944664359,86.1,86.22
89,0.1554950967810716,94.4475,0.489271991699934,85.93,86.14
90,0.15667072313416536,94.415,0.48051769137382505,85.9,86.12
91,0.1556069290941688,94.5225,0.45995022654533385,86.39,86.14
92,0.15588239352604386,94.5875,0.49436957761645317,85.77,86.2
93,0.15317183191988878,94.4975,0.4808693636208773,85.76,86.02
94,0.15475454546843365,94.4375,0.4601733089075424,86.52,86.12
95,0.15304426616354352,94.5175,0.4795119810849428,86.55,86.19
96,0.15506173822150868,94.4925,0.4816277869045734,86.29,86.17
97,0.1571812729119875,94.3975,0.4877825129777193,86.2,86.22
98,0.1572608907416368,94.54,0.4862754033878446,85.75,86.13
99,0.15463808477874014,94.4825,0.48120357394218444,85.99,86.11
100,0.15547966985565842,94.5525,0.47549938298761846,86.24,86.06
