Class,AUC
plane,0.9919783333333334
car,0.9975406666666665
bird,0.9816164444444444
cat,0.9699786666666669
deer,0.9893223888888887
dog,0.9812069444444443
frog,0.9938883333333333
horse,0.9936923333333334
ship,0.9958268333333333
truck,0.995669
