Class,AUC
plane,0.9165322777777779
car,0.9374688333333333
bird,0.8254166111111111
cat,0.8276970555555557
deer,0.8640327777777779
dog,0.851710388888889
frog,0.918800222222222
horse,0.8933009444444444
ship,0.9374890555555555
truck,0.9044776111111111
